cruise,station,type,time,lon,lat,local_cdi_ID,EDMO_code,bottle_depth,sensor_pressure,sensor_pressure_flag,potential_temperature,potential_temperature_flag,practical_salinity,practical_salinity_flag,sigma_theta,sigma_theta_flag,uncalibrated_CTD_temperature,uncalibrated_CTD_temperature_flag
JR19950921,CTD07,*,1995-10-02T14:34:00,-21.8312,27.3735,1056548.0,43.0,4851.98,144.5,1,16.428,1,36.386,1,26.715,1,16.451,1
JR19950921,CTD07,*,1995-10-02T14:34:00,-21.8312,27.3735,1056548.0,43.0,4851.98,145.5,1,16.419,1,36.385,1,26.716,1,16.443,1
JR19950921,CTD07,*,1995-10-02T14:34:00,-21.8312,27.3735,1056548.0,43.0,4851.98,146.5,1,16.411,1,36.383,1,26.717,1,16.435,1
JR19950921,CTD07,*,1995-10-02T14:34:00,-21.8312,27.3735,1056548.0,43.0,4851.98,147.5,1,16.400,1,36.381,1,26.718,1,16.424,1
JR19950921,CTD07,*,1995-10-02T14:34:00,-21.8312,27.3735,1056548.0,43.0,4851.98,148.5,1,16.383,1,36.377,1,26.719,1,16.408,1
JR19950921,CTD07,*,1995-10-02T14:34:00,-21.8312,27.3735,1056548.0,43.0,4851.98,149.5,1,16.369,1,36.374,1,26.720,1,16.393,1
JR19950921,CTD07,*,1995-10-02T14:34:00,-21.8312,27.3735,1056548.0,43.0,4851.98,150.5,1,16.342,1,36.370,1,26.723,1,16.367,1
JR19950921,CTD07,*,1995-10-02T14:34:00,-21.8312,27.3735,1056548.0,43.0,4851.98,151.5,1,16.307,1,36.364,1,26.727,1,16.332,1
JR19950921,CTD07,*,1995-10-02T14:34:00,-21.8312,27.3735,1056548.0,43.0,4851.98,152.5,1,16.285,1,36.360,1,26.729,1,16.310,1
JR19950921,CTD07,*,1995-10-02T14:34:00,-21.8312,27.3735,1056548.0,43.0,4851.98,153.5,1,16.274,1,36.357,1,26.729,1,16.299,1
JR19950921,CTD07,*,1995-10-02T14:34:00,-21.8312,27.3735,1056548.0,43.0,4851.98,154.5,1,16.262,1,36.355,1,26.731,1,16.287,1
JR19950921,CTD07,*,1995-10-02T14:34:00,-21.8312,27.3735,1056548.0,43.0,4851.98,155.5,1,16.250,1,36.353,1,26.732,1,16.275,1
JR19950921,CTD07,*,1995-10-02T14:34:00,-21.8312,27.3735,1056548.0,43.0,4851.98,156.5,1,16.231,1,36.350,1,26.734,1,16.256,1
JR19950921,CTD07,*,1995-10-02T14:34:00,-21.8312,27.3735,1056548.0,43.0,4851.98,157.5,1,16.215,1,36.348,1,26.736,1,16.240,1
JR19950921,CTD07,*,1995-10-02T14:34:00,-21.8312,27.3735,1056548.0,43.0,4851.98,158.5,1,16.201,1,36.345,1,26.737,1,16.226,1
JR19950921,CTD07,*,1995-10-02T14:34:00,-21.8312,27.3735,1056548.0,43.0,4851.98,159.5,1,16.186,1,36.341,1,26.737,1,16.212,1
JR19950921,CTD07,*,1995-10-02T14:34:00,-21.8312,27.3735,1056548.0,43.0,4851.98,160.5,1,16.136,1,36.334,1,26.744,1,16.162,1
JR19950921,CTD07,*,1995-10-02T14:34:00,-21.8312,27.3735,1056548.0,43.0,4851.98,161.5,1,16.127,1,36.332,1,26.745,1,16.153,1
JR19950921,CTD07,*,1995-10-02T14:34:00,-21.8312,27.3735,1056548.0,43.0,4851.98,162.5,1,16.123,1,36.332,1,26.745,1,16.149,1
JR19950921,CTD07,*,1995-10-02T14:34:00,-21.8312,27.3735,1056548.0,43.0,4851.98,163.5,1,16.119,1,36.331,1,26.745,1,16.145,1
JR19950921,CTD07,*,1995-10-02T14:34:00,-21.8312,27.3735,1056548.0,43.0,4851.98,164.5,1,16.105,1,36.328,1,26.746,1,16.131,1
JR19950921,CTD07,*,1995-10-02T14:34:00,-21.8312,27.3735,1056548.0,43.0,4851.98,165.5,1,16.077,1,36.324,1,26.750,1,16.104,1
JR19950921,CTD07,*,1995-10-02T14:34:00,-21.8312,27.3735,1056548.0,43.0,4851.98,166.5,1,16.058,1,36.321,1,26.752,1,16.085,1
JR19950921,CTD07,*,1995-10-02T14:34:00,-21.8312,27.3735,1056548.0,43.0,4851.98,167.5,1,16.050,1,36.319,1,26.752,1,16.076,1
JR19950921,CTD07,*,1995-10-02T14:34:00,-21.8312,27.3735,1056548.0,43.0,4851.98,168.5,1,16.031,1,36.316,1,26.754,1,16.058,1
JR19950921,CTD07,*,1995-10-02T14:34:00,-21.8312,27.3735,1056548.0,43.0,4851.98,169.5,1,16.003,1,36.311,1,26.757,1,16.030,1
JR19950921,CTD07,*,1995-10-02T14:34:00,-21.8312,27.3735,1056548.0,43.0,4851.98,170.5,1,15.999,1,36.310,1,26.757,1,16.026,1
JR19950921,CTD07,*,1995-10-02T14:34:00,-21.8312,27.3735,1056548.0,43.0,4851.98,171.5,1,15.994,1,36.309,1,26.758,1,16.022,1
JR19950921,CTD07,*,1995-10-02T14:34:00,-21.8312,27.3735,1056548.0,43.0,4851.98,172.5,1,15.987,1,36.308,1,26.758,1,16.015,1
JR19950921,CTD07,*,1995-10-02T14:34:00,-21.8312,27.3735,1056548.0,43.0,4851.98,173.5,1,15.983,1,36.307,1,26.759,1,16.011,1
JR19950921,CTD07,*,1995-10-02T14:34:00,-21.8312,27.3735,1056548.0,43.0,4851.98,174.5,1,15.969,1,36.305,1,26.760,1,15.997,1
JR19950921,CTD07,*,1995-10-02T14:34:00,-21.8312,27.3735,1056548.0,43.0,4851.98,175.5,1,15.942,1,36.301,1,26.763,1,15.970,1
JR19950921,CTD07,*,1995-10-02T14:34:00,-21.8312,27.3735,1056548.0,43.0,4851.98,176.5,1,15.913,1,36.295,1,26.766,1,15.941,1
JR19950921,CTD07,*,1995-10-02T14:34:00,-21.8312,27.3735,1056548.0,43.0,4851.98,177.5,1,15.901,1,36.293,1,26.766,1,15.929,1
JR19950921,CTD07,*,1995-10-02T14:34:00,-21.8312,27.3735,1056548.0,43.0,4851.98,178.5,1,15.891,1,36.291,1,26.768,1,15.919,1
JR19950921,CTD07,*,1995-10-02T14:34:00,-21.8312,27.3735,1056548.0,43.0,4851.98,179.5,1,15.885,1,36.290,1,26.768,1,15.914,1
JR19950921,CTD07,*,1995-10-02T14:34:00,-21.8312,27.3735,1056548.0,43.0,4851.98,180.5,1,15.880,1,36.289,1,26.769,1,15.908,1
JR19950921,CTD07,*,1995-10-02T14:34:00,-21.8312,27.3735,1056548.0,43.0,4851.98,181.5,1,15.835,1,36.284,1,26.775,1,15.864,1
JR19950921,CTD07,*,1995-10-02T14:34:00,-21.8312,27.3735,1056548.0,43.0,4851.98,182.5,1,15.835,1,36.283,1,26.774,1,15.864,1
JR19950921,CTD07,*,1995-10-02T14:34:00,-21.8312,27.3735,1056548.0,43.0,4851.98,183.5,1,15.835,1,36.283,1,26.774,1,15.864,1
JR19950921,CTD07,*,1995-10-02T14:34:00,-21.8312,27.3735,1056548.0,43.0,4851.98,184.5,1,15.827,1,36.282,1,26.775,1,15.856,1
JR19950921,CTD07,*,1995-10-02T14:34:00,-21.8312,27.3735,1056548.0,43.0,4851.98,185.5,1,15.807,1,36.280,1,26.778,1,15.836,1
JR19950921,CTD07,*,1995-10-02T14:34:00,-21.8312,27.3735,1056548.0,43.0,4851.98,186.5,1,15.785,1,36.274,1,26.778,1,15.814,1
JR19950921,CTD07,*,1995-10-02T14:34:00,-21.8312,27.3735,1056548.0,43.0,4851.98,187.5,1,15.759,1,36.270,1,26.781,1,15.789,1
JR19950921,CTD07,*,1995-10-02T14:34:00,-21.8312,27.3735,1056548.0,43.0,4851.98,188.5,1,15.730,1,36.264,1,26.783,1,15.759,1
JR19950921,CTD07,*,1995-10-02T14:34:00,-21.8312,27.3735,1056548.0,43.0,4851.98,189.5,1,15.698,1,36.257,1,26.785,1,15.728,1
JR19950921,CTD07,*,1995-10-02T14:34:00,-21.8312,27.3735,1056548.0,43.0,4851.98,190.5,1,15.693,1,36.254,1,26.784,1,15.723,1
JR19950921,CTD07,*,1995-10-02T14:34:00,-21.8312,27.3735,1056548.0,43.0,4851.98,191.5,1,15.692,1,36.254,1,26.785,1,15.722,1
JR19950921,CTD07,*,1995-10-02T14:34:00,-21.8312,27.3735,1056548.0,43.0,4851.98,192.5,1,15.692,1,36.254,1,26.784,1,15.722,1
JR19950921,CTD07,*,1995-10-02T14:34:00,-21.8312,27.3735,1056548.0,43.0,4851.98,193.5,1,15.612,1,36.238,1,26.790,1,15.643,1
JR19950921,CTD07,*,1995-10-02T14:34:00,-21.8312,27.3735,1056548.0,43.0,4851.98,194.5,1,15.531,1,36.219,1,26.794,1,15.561,1
JR19950921,CTD07,*,1995-10-02T14:34:00,-21.8312,27.3735,1056548.0,43.0,4851.98,195.5,1,15.524,1,36.216,1,26.793,1,15.555,1
JR19950921,CTD07,*,1995-10-02T14:34:00,-21.8312,27.3735,1056548.0,43.0,4851.98,196.5,1,15.522,1,36.215,1,26.793,1,15.552,1
JR19950921,CTD07,*,1995-10-02T14:34:00,-21.8312,27.3735,1056548.0,43.0,4851.98,197.5,1,15.512,1,36.212,1,26.793,1,15.543,1
JR19950921,CTD07,*,1995-10-02T14:34:00,-21.8312,27.3735,1056548.0,43.0,4851.98,198.5,1,15.403,1,36.195,1,26.804,1,15.434,1
JR19950921,CTD07,*,1995-10-02T14:34:00,-21.8312,27.3735,1056548.0,43.0,4851.98,199.5,1,15.375,1,36.183,1,26.802,1,15.406,1
JR19950921,CTD07,*,1995-10-02T14:34:00,-21.8312,27.3735,1056548.0,43.0,4851.98,200.5,1,15.373,1,36.182,1,26.801,1,15.404,1
JR19950921,CTD07,*,1995-10-02T14:34:00,-21.8312,27.3735,1056548.0,43.0,4851.98,201.5,1,15.376,1,36.184,1,26.802,1,15.407,1
JR19950921,CTD07,*,1995-10-02T14:34:00,-21.8312,27.3735,1056548.0,43.0,4851.98,202.5,1,15.377,1,36.186,1,26.804,1,15.408,1
JR19950921,CTD07,*,1995-10-02T14:34:00,-21.8312,27.3735,1056548.0,43.0,4851.98,203.5,1,15.376,1,36.187,1,26.805,1,15.407,1
JR19950921,CTD10,*,1995-10-05T16:24:00,-20.4362,13.0422,1056585.0,43.0,4662.17,15.5,1,28.81,1,35.611,1,22.589000000000002,1,28.814,1
JR19950921,CTD10,*,1995-10-05T16:24:00,-20.4362,13.0422,1056585.0,43.0,4662.17,16.5,1,28.803,1,35.61,1,22.59,1,28.805999999999997,1
JR19950921,CTD10,*,1995-10-05T16:24:00,-20.4362,13.0422,1056585.0,43.0,4662.17,17.5,1,28.784000000000002,1,35.609,1,22.596,1,28.789,1
JR19950921,CTD10,*,1995-10-05T16:24:00,-20.4362,13.0422,1056585.0,43.0,4662.17,18.5,1,28.735,1,35.601,1,22.605999999999998,1,28.739,1
JR19950921,CTD10,*,1995-10-05T16:24:00,-20.4362,13.0422,1056585.0,43.0,4662.17,19.5,1,28.715,1,35.601,1,22.613000000000003,1,28.719,1
JR19950921,CTD10,*,1995-10-05T16:24:00,-20.4362,13.0422,1056585.0,43.0,4662.17,20.5,1,28.671999999999997,1,35.593,1,22.621,1,28.677,1
JR19950921,CTD10,*,1995-10-05T16:24:00,-20.4362,13.0422,1056585.0,43.0,4662.17,21.5,1,28.633000000000003,1,35.583,1,22.627,1,28.638,1
JR19950921,CTD10,*,1995-10-05T16:24:00,-20.4362,13.0422,1056585.0,43.0,4662.17,22.5,1,28.59,1,35.578,1,22.636999999999997,1,28.596,1
JR19950921,CTD10,*,1995-10-05T16:24:00,-20.4362,13.0422,1056585.0,43.0,4662.17,23.5,1,28.462,1,35.579,1,22.680999999999997,1,28.468000000000004,1
JR19950921,CTD10,*,1995-10-05T16:24:00,-20.4362,13.0422,1056585.0,43.0,4662.17,24.5,1,28.024,1,35.725,1,22.934,1,28.03,1
JR19950921,CTD10,*,1995-10-05T16:24:00,-20.4362,13.0422,1056585.0,43.0,4662.17,25.5,1,27.741,1,35.769,1,23.06,1,27.747,1
JR19950921,CTD10,*,1995-10-05T16:24:00,-20.4362,13.0422,1056585.0,43.0,4662.17,26.5,1,27.619,1,35.779,1,23.107,1,27.625,1
JR19950921,CTD10,*,1995-10-05T16:24:00,-20.4362,13.0422,1056585.0,43.0,4662.17,27.5,1,27.343000000000004,1,35.815,1,23.224,1,27.349,1
JR19950921,CTD10,*,1995-10-05T16:24:00,-20.4362,13.0422,1056585.0,43.0,4662.17,28.5,1,26.915,1,35.87,1,23.401999999999997,1,26.921999999999997,1
JR19950921,CTD10,*,1995-10-05T16:24:00,-20.4362,13.0422,1056585.0,43.0,4662.17,29.5,1,26.62,1,35.908,1,23.525,1,26.627,1
JR19950921,CTD10,*,1995-10-05T16:24:00,-20.4362,13.0422,1056585.0,43.0,4662.17,30.5,1,26.441999999999997,1,35.923,1,23.593000000000004,1,26.449,1
JR19950921,CTD10,*,1995-10-05T16:24:00,-20.4362,13.0422,1056585.0,43.0,4662.17,31.5,1,26.351,1,35.912,1,23.614,1,26.358,1
JR19950921,CTD10,*,1995-10-05T16:24:00,-20.4362,13.0422,1056585.0,43.0,4662.17,32.5,1,26.307,1,35.92,1,23.633000000000003,1,26.314,1
JR19950921,CTD10,*,1995-10-05T16:24:00,-20.4362,13.0422,1056585.0,43.0,4662.17,33.5,1,26.053,1,35.95,1,23.735,1,26.061,1
JR19950921,CTD10,*,1995-10-05T16:24:00,-20.4362,13.0422,1056585.0,43.0,4662.17,34.5,1,25.816,1,35.965,1,23.820999999999998,1,25.824,1
JR19950921,CTD10,*,1995-10-05T16:24:00,-20.4362,13.0422,1056585.0,43.0,4662.17,35.5,1,25.721999999999998,1,35.98,1,23.861,1,25.729,1
JR19950921,CTD10,*,1995-10-05T16:24:00,-20.4362,13.0422,1056585.0,43.0,4662.17,36.5,1,25.638,1,36.005,1,23.906,1,25.647,1
JR19950921,CTD10,*,1995-10-05T16:24:00,-20.4362,13.0422,1056585.0,43.0,4662.17,37.5,1,25.539,1,36.014,1,23.944000000000003,1,25.548000000000002,1
JR19950921,CTD10,*,1995-10-05T16:24:00,-20.4362,13.0422,1056585.0,43.0,4662.17,38.5,1,25.285,1,36.012,1,24.021,1,25.294,1
JR19950921,CTD10,*,1995-10-05T16:24:00,-20.4362,13.0422,1056585.0,43.0,4662.17,39.5,1,25.052,1,36.010999999999996,1,24.092,1,25.06,1
JR19950921,CTD10,*,1995-10-05T16:24:00,-20.4362,13.0422,1056585.0,43.0,4662.17,40.5,1,24.820999999999998,1,36.015,1,24.165,1,24.83,1
JR19950921,CTD10,*,1995-10-05T16:24:00,-20.4362,13.0422,1056585.0,43.0,4662.17,41.5,1,24.655,1,36.015,1,24.215,1,24.663,1
JR19950921,CTD10,*,1995-10-05T16:24:00,-20.4362,13.0422,1056585.0,43.0,4662.17,42.5,1,24.436999999999998,1,36.015,1,24.281,1,24.445999999999998,1
JR19950921,CTD10,*,1995-10-05T16:24:00,-20.4362,13.0422,1056585.0,43.0,4662.17,43.5,1,23.918000000000003,1,36.022,1,24.441999999999997,1,23.927,1
JR19950921,CTD10,*,1995-10-05T16:24:00,-20.4362,13.0422,1056585.0,43.0,4662.17,44.5,1,23.316,1,36.005,1,24.605999999999998,1,23.326,1
JR19950921,CTD10,*,1995-10-05T16:24:00,-20.4362,13.0422,1056585.0,43.0,4662.17,45.5,1,22.776999999999997,1,35.967,1,24.733,1,22.785999999999998,1
JR19950921,CTD10,*,1995-10-05T16:24:00,-20.4362,13.0422,1056585.0,43.0,4662.17,46.5,1,22.068,1,35.93,1,24.906999999999996,1,22.076999999999998,1
JR19950921,CTD10,*,1995-10-05T16:24:00,-20.4362,13.0422,1056585.0,43.0,4662.17,47.5,1,21.646,1,35.896,1,25.0,1,21.655,1
JR19950921,CTD10,*,1995-10-05T16:24:00,-20.4362,13.0422,1056585.0,43.0,4662.17,48.5,1,21.302,1,35.864000000000004,1,25.070999999999998,1,21.311,1
JR19950921,CTD10,*,1995-10-05T16:24:00,-20.4362,13.0422,1056585.0,43.0,4662.17,49.5,1,20.991999999999997,1,35.878,1,25.166,1,21.002,1
JR19950921,CTD10,*,1995-10-05T16:24:00,-20.4362,13.0422,1056585.0,43.0,4662.17,50.5,1,20.526999999999997,1,35.838,1,25.261999999999997,1,20.535999999999998,1
JR19950921,CTD10,*,1995-10-05T16:24:00,-20.4362,13.0422,1056585.0,43.0,4662.17,51.5,1,20.064,1,35.805,1,25.361,1,20.074,1
JR19950921,CTD10,*,1995-10-05T16:24:00,-20.4362,13.0422,1056585.0,43.0,4662.17,52.5,1,19.764,1,35.795,1,25.432,1,19.774,1
JR19950921,CTD10,*,1995-10-05T16:24:00,-20.4362,13.0422,1056585.0,43.0,4662.17,53.5,1,19.09,1,35.768,1,25.587,1,19.1,1
JR19950921,CTD10,*,1995-10-05T16:24:00,-20.4362,13.0422,1056585.0,43.0,4662.17,54.5,1,18.387,1,35.760999999999996,1,25.759,1,18.396,1
JR19950921,CTD10,*,1995-10-05T16:24:00,-20.4362,13.0422,1056585.0,43.0,4662.17,55.5,1,18.189,1,35.75,1,25.801,1,18.199,1
JR19950921,CTD10,*,1995-10-05T16:24:00,-20.4362,13.0422,1056585.0,43.0,4662.17,56.5,1,18.031,1,35.746,1,25.837,1,18.04,1
JR19950921,CTD10,*,1995-10-05T16:24:00,-20.4362,13.0422,1056585.0,43.0,4662.17,57.5,1,17.901,1,35.745,1,25.868000000000002,1,17.910999999999998,1
JR19950921,CTD10,*,1995-10-05T16:24:00,-20.4362,13.0422,1056585.0,43.0,4662.17,58.5,1,17.791,1,35.739000000000004,1,25.891,1,17.801,1
JR19950921,CTD10,*,1995-10-05T16:24:00,-20.4362,13.0422,1056585.0,43.0,4662.17,59.5,1,17.637999999999998,1,35.733000000000004,1,25.924,1,17.648,1
JR19950921,CTD10,*,1995-10-05T16:24:00,-20.4362,13.0422,1056585.0,43.0,4662.17,60.5,1,17.343,1,35.717,1,25.983,1,17.354,1
JR19950921,CTD10,*,1995-10-05T16:24:00,-20.4362,13.0422,1056585.0,43.0,4662.17,61.5,1,17.199,1,35.705999999999996,1,26.009,1,17.209,1
JR19950921,CTD10,*,1995-10-05T16:24:00,-20.4362,13.0422,1056585.0,43.0,4662.17,62.5,1,16.984,1,35.705,1,26.06,1,16.994,1
JR19950921,CTD10,*,1995-10-05T16:24:00,-20.4362,13.0422,1056585.0,43.0,4662.17,63.5,1,16.799,1,35.69,1,26.093000000000004,1,16.809,1
JR19950921,CTD10,*,1995-10-05T16:24:00,-20.4362,13.0422,1056585.0,43.0,4662.17,64.5,1,16.756,1,35.69,1,26.103,1,16.766,1
JR19950921,CTD10,*,1995-10-05T16:24:00,-20.4362,13.0422,1056585.0,43.0,4662.17,65.5,1,16.683,1,35.687,1,26.118000000000002,1,16.692999999999998,1
JR19950921,CTD10,*,1995-10-05T16:24:00,-20.4362,13.0422,1056585.0,43.0,4662.17,66.5,1,16.498,1,35.681,1,26.156999999999996,1,16.509,1
JR19950921,CTD10,*,1995-10-05T16:24:00,-20.4362,13.0422,1056585.0,43.0,4662.17,67.5,1,16.309,1,35.656,1,26.182,1,16.32,1
JR19950921,CTD10,*,1995-10-05T16:24:00,-20.4362,13.0422,1056585.0,43.0,4662.17,68.5,1,16.119,1,35.650999999999996,1,26.221999999999998,1,16.13,1
JR19950921,CTD10,*,1995-10-05T16:24:00,-20.4362,13.0422,1056585.0,43.0,4662.17,69.5,1,16.000999999999998,1,35.644,1,26.244,1,16.012,1
JR19950921,CTD10,*,1995-10-05T16:24:00,-20.4362,13.0422,1056585.0,43.0,4662.17,70.5,1,15.970999999999998,1,35.64,1,26.248,1,15.982999999999999,1
JR19950921,CTD10,*,1995-10-05T16:24:00,-20.4362,13.0422,1056585.0,43.0,4662.17,71.5,1,15.959000000000001,1,35.64,1,26.25,1,15.97,1
JR19950921,CTD10,*,1995-10-05T16:24:00,-20.4362,13.0422,1056585.0,43.0,4662.17,72.5,1,15.925999999999998,1,35.635,1,26.254,1,15.937999999999999,1
JR19950921,CTD10,*,1995-10-05T16:24:00,-20.4362,13.0422,1056585.0,43.0,4662.17,73.5,1,15.862,1,35.631,1,26.266,1,15.874,1
JR19950921,CTD10,*,1995-10-05T16:24:00,-20.4362,13.0422,1056585.0,43.0,4662.17,74.5,1,15.818,1,35.63,1,26.275,1,15.829,1
JR19950921,CTD10,*,1995-10-05T16:24:00,-20.4362,13.0422,1056585.0,43.0,4662.17,75.5,1,15.81,1,35.63,1,26.276999999999997,1,15.822000000000001,1
JR19950921,CTD10,*,1995-10-05T16:24:00,-20.4362,13.0422,1056585.0,43.0,4662.17,76.5,1,15.725,1,35.623000000000005,1,26.291,1,15.737,1
JR19950921,CTD10,*,1995-10-05T16:24:00,-20.4362,13.0422,1056585.0,43.0,4662.17,77.5,1,15.625,1,35.615,1,26.308000000000003,1,15.637,1
JR19950921,CTD10,*,1995-10-05T16:24:00,-20.4362,13.0422,1056585.0,43.0,4662.17,78.5,1,15.536,1,35.606,1,26.320999999999998,1,15.548,1
JR19950921,CTD10,*,1995-10-05T16:24:00,-20.4362,13.0422,1056585.0,43.0,4662.17,79.5,1,15.418,1,35.596,1,26.34,1,15.43,1
JR19950921,CTD10,*,1995-10-05T16:24:00,-20.4362,13.0422,1056585.0,43.0,4662.17,80.5,1,15.37,1,35.588,1,26.344,1,15.383,1
JR19950921,CTD10,*,1995-10-05T16:24:00,-20.4362,13.0422,1056585.0,43.0,4662.17,81.5,1,15.380999999999998,1,35.583,1,26.338,1,15.392999999999999,1
JR19950921,CTD10,*,1995-10-05T16:24:00,-20.4362,13.0422,1056585.0,43.0,4662.17,82.5,1,15.137,1,35.568000000000005,1,26.381,1,15.15,1
JR19950921,CTD10,*,1995-10-05T16:24:00,-20.4362,13.0422,1056585.0,43.0,4662.17,83.5,1,15.027999999999999,1,35.551,1,26.392,1,15.040999999999999,1
JR19950921,CTD10,*,1995-10-05T16:24:00,-20.4362,13.0422,1056585.0,43.0,4662.17,84.5,1,14.987,1,35.546,1,26.397,1,15.0,1
JR19950921,CTD10,*,1995-10-05T16:24:00,-20.4362,13.0422,1056585.0,43.0,4662.17,85.5,1,14.937999999999999,1,35.54,1,26.403000000000002,1,14.950999999999999,1
JR19950921,CTD10,*,1995-10-05T16:24:00,-20.4362,13.0422,1056585.0,43.0,4662.17,86.5,1,14.908,1,35.537,1,26.406999999999996,1,14.921,1
JR19950921,CTD10,*,1995-10-05T16:24:00,-20.4362,13.0422,1056585.0,43.0,4662.17,87.5,1,14.868,1,35.534,1,26.414,1,14.880999999999998,1
JR19950921,CTD10,*,1995-10-05T16:24:00,-20.4362,13.0422,1056585.0,43.0,4662.17,88.5,1,14.802,1,35.53,1,26.425,1,14.815,1
JR19950921,CTD10,*,1995-10-05T16:24:00,-20.4362,13.0422,1056585.0,43.0,4662.17,89.5,1,14.745999999999999,1,35.524,1,26.432,1,14.76,1
JR19950921,CTD10,*,1995-10-05T16:24:00,-20.4362,13.0422,1056585.0,43.0,4662.17,90.5,1,14.702,1,35.513000000000005,1,26.434,1,14.715,1
JR19950921,CTD10,*,1995-10-05T16:24:00,-20.4362,13.0422,1056585.0,43.0,4662.17,91.5,1,14.615,1,35.51,1,26.451,1,14.629000000000001,1
JR19950921,CTD10,*,1995-10-05T16:24:00,-20.4362,13.0422,1056585.0,43.0,4662.17,92.5,1,14.520999999999999,1,35.495,1,26.459,1,14.534,1
JR19950921,CTD10,*,1995-10-05T16:24:00,-20.4362,13.0422,1056585.0,43.0,4662.17,93.5,1,14.394,1,35.469,1,26.467,1,14.407,1
JR19950921,CTD10,*,1995-10-05T16:24:00,-20.4362,13.0422,1056585.0,43.0,4662.17,94.5,1,14.280999999999999,1,35.457,1,26.482,1,14.295,1
JR19950921,CTD10,*,1995-10-05T16:24:00,-20.4362,13.0422,1056585.0,43.0,4662.17,95.5,1,14.179,1,35.443000000000005,1,26.491999999999997,1,14.193,1
JR19950921,CTD10,*,1995-10-05T16:24:00,-20.4362,13.0422,1056585.0,43.0,4662.17,96.5,1,14.163,1,35.437,1,26.491,1,14.177,1
JR19950921,CTD10,*,1995-10-05T16:24:00,-20.4362,13.0422,1056585.0,43.0,4662.17,97.5,1,14.187000000000001,1,35.436,1,26.485,1,14.200999999999999,1
JR19950921,CTD10,*,1995-10-05T16:24:00,-20.4362,13.0422,1056585.0,43.0,4662.17,98.5,1,14.140999999999998,1,35.433,1,26.491999999999997,1,14.155,1
JR19950921,CTD10,*,1995-10-05T16:24:00,-20.4362,13.0422,1056585.0,43.0,4662.17,99.5,1,14.072000000000001,1,35.426,1,26.502,1,14.085999999999999,1
JR19950921,CTD10,*,1995-10-05T16:24:00,-20.4362,13.0422,1056585.0,43.0,4662.17,100.5,1,14.015,1,35.421,1,26.51,1,14.03,1
JR19950921,CTD10,*,1995-10-05T16:24:00,-20.4362,13.0422,1056585.0,43.0,4662.17,101.5,1,13.992,1,35.418,1,26.513,1,14.007,1
JR19950921,CTD10,*,1995-10-05T16:24:00,-20.4362,13.0422,1056585.0,43.0,4662.17,102.5,1,13.964,1,35.414,1,26.515,1,13.979000000000001,1
JR19950921,CTD10,*,1995-10-05T16:24:00,-20.4362,13.0422,1056585.0,43.0,4662.17,103.5,1,13.934000000000001,1,35.409,1,26.518,1,13.949000000000002,1
JR19950921,CTD10,*,1995-10-05T16:24:00,-20.4362,13.0422,1056585.0,43.0,4662.17,104.5,1,13.89,1,35.404,1,26.523000000000003,1,13.905,1
JR19950921,CTD10,*,1995-10-05T16:24:00,-20.4362,13.0422,1056585.0,43.0,4662.17,105.5,1,13.859000000000002,1,35.4,1,26.526,1,13.874,1
JR19950921,CTD10,*,1995-10-05T16:24:00,-20.4362,13.0422,1056585.0,43.0,4662.17,106.5,1,13.84,1,35.397,1,26.528000000000002,1,13.856,1
JR19950921,CTD10,*,1995-10-05T16:24:00,-20.4362,13.0422,1056585.0,43.0,4662.17,107.5,1,13.825,1,35.395,1,26.53,1,13.84,1
JR19950921,CTD10,*,1995-10-05T16:24:00,-20.4362,13.0422,1056585.0,43.0,4662.17,108.5,1,13.779000000000002,1,35.391999999999996,1,26.537,1,13.794,1
JR19950921,CTD10,*,1995-10-05T16:24:00,-20.4362,13.0422,1056585.0,43.0,4662.17,109.5,1,13.755,1,35.388000000000005,1,26.539,1,13.770999999999999,1
JR19950921,CTD10,*,1995-10-05T16:24:00,-20.4362,13.0422,1056585.0,43.0,4662.17,110.5,1,13.744000000000002,1,35.387,1,26.541,1,13.76,1
JR19950921,CTD10,*,1995-10-05T16:24:00,-20.4362,13.0422,1056585.0,43.0,4662.17,111.5,1,13.683,1,35.385999999999996,1,26.552,1,13.699000000000002,1
JR19950921,CTD10,*,1995-10-05T16:24:00,-20.4362,13.0422,1056585.0,43.0,4662.17,112.5,1,13.652000000000001,1,35.38,1,26.554000000000002,1,13.668,1
JR19950921,CTD10,*,1995-10-05T16:24:00,-20.4362,13.0422,1056585.0,43.0,4662.17,113.5,1,13.635,1,35.376999999999995,1,26.555999999999997,1,13.651,1
JR19950921,CTD10,*,1995-10-05T16:24:00,-20.4362,13.0422,1056585.0,43.0,4662.17,114.5,1,13.63,1,35.376,1,26.555999999999997,1,13.647,1
JR19950921,CTD10,*,1995-10-05T16:24:00,-20.4362,13.0422,1056585.0,43.0,4662.17,115.5,1,13.561,1,35.369,1,26.565,1,13.577,1
JR19950921,CTD10,*,1995-10-05T16:24:00,-20.4362,13.0422,1056585.0,43.0,4662.17,116.5,1,13.535,1,35.364000000000004,1,26.566,1,13.552,1
JR19950921,CTD10,*,1995-10-05T16:24:00,-20.4362,13.0422,1056585.0,43.0,4662.17,117.5,1,13.519,1,35.368,1,26.573,1,13.536,1
